Date,ARIMA_Forecast_Close
2025-12-22,126.07762272740366
2025-12-23,126.14343753002953
2025-12-24,126.14789222089794
2025-12-25,126.14969637593737
2025-12-26,126.15223888717433
2025-12-27,126.15319460443602
2025-12-28,126.15329601121587
2025-12-29,126.15335073617084
2025-12-30,126.15340152981513
2025-12-31,126.15341694308037
2026-01-01,126.15341908395035
2026-01-02,126.15342052416287
2026-01-03,126.1534214801919
2026-01-04,126.15342173575927
2026-01-05,126.15342178448353
2026-01-06,126.15342181786652
2026-01-07,126.15342183538861
2026-01-08,126.15342183977889
2026-01-09,126.15342184090382
2026-01-10,126.153421841621
2026-01-11,126.15342184193788
2026-01-12,126.15342184201673
2026-01-13,126.15342184204219
2026-01-14,126.15342184205686
2026-01-15,126.15342184206257
2026-01-16,126.15342184206405
2026-01-17,126.1534218420646
2026-01-18,126.15342184206489
2026-01-19,126.15342184206499
2026-01-20,126.15342184206501
2026-01-21,126.15342184206503
2026-01-22,126.15342184206503
2026-01-23,126.15342184206503
2026-01-24,126.15342184206503
2026-01-25,126.15342184206503
2026-01-26,126.15342184206503
2026-01-27,126.15342184206503
2026-01-28,126.15342184206503
2026-01-29,126.15342184206503
2026-01-30,126.15342184206503
2026-01-31,126.15342184206503
2026-02-01,126.15342184206503
2026-02-02,126.15342184206503
2026-02-03,126.15342184206503
2026-02-04,126.15342184206503
2026-02-05,126.15342184206503
2026-02-06,126.15342184206503
2026-02-07,126.15342184206503
2026-02-08,126.15342184206503
2026-02-09,126.15342184206503
2026-02-10,126.15342184206503
2026-02-11,126.15342184206503
2026-02-12,126.15342184206503
2026-02-13,126.15342184206503
2026-02-14,126.15342184206503
2026-02-15,126.15342184206503
2026-02-16,126.15342184206503
2026-02-17,126.15342184206503
2026-02-18,126.15342184206503
2026-02-19,126.15342184206503
2026-02-20,126.15342184206503
2026-02-21,126.15342184206503
2026-02-22,126.15342184206503
2026-02-23,126.15342184206503
2026-02-24,126.15342184206503
2026-02-25,126.15342184206503
2026-02-26,126.15342184206503
2026-02-27,126.15342184206503
2026-02-28,126.15342184206503
2026-03-01,126.15342184206503
2026-03-02,126.15342184206503
2026-03-03,126.15342184206503
2026-03-04,126.15342184206503
2026-03-05,126.15342184206503
2026-03-06,126.15342184206503
2026-03-07,126.15342184206503
2026-03-08,126.15342184206503
2026-03-09,126.15342184206503
2026-03-10,126.15342184206503
2026-03-11,126.15342184206503
2026-03-12,126.15342184206503
2026-03-13,126.15342184206503
2026-03-14,126.15342184206503
2026-03-15,126.15342184206503
2026-03-16,126.15342184206503
2026-03-17,126.15342184206503
2026-03-18,126.15342184206503
2026-03-19,126.15342184206503
2026-03-20,126.15342184206503
2026-03-21,126.15342184206503
